f_1,f_2,f_3,"w_1,1","w_1,2","w_1,3","w_2,1","w_2,2","w_2,3","w_3,1","w_3,2","w_3,3"
0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,-1,0,2,0,-2,-3,-1,0,-2
0,0,4,-1,0,-1,0,-2,1,-1,0,-2
0,0,10,0,-3,1,-1,-3,0,-1,-3,-3
0,0,12,0,-3,0,-1,-3,3,-1,-3,-3
0,0,14,0,-3,1,-1,-3,2,-1,-3,-3
0,0,16,-1,-1,-2,0,-1,-3,-1,0,2
0,0,34,-1,0,3,0,-2,-3,-1,0,-2
0,0,42,0,-3,3,-1,-3,-1,-1,-3,-2
0,0,48,-1,-1,0,0,-1,-3,-1,0,2
0,0,50,-1,-1,1,0,-1,-3,-1,0,2
0,0,68,-1,0,-2,0,-2,2,-1,0,-1
0,0,76,0,-3,-1,-1,-3,3,-1,-3,-2
0,0,80,-1,-1,-3,0,-1,-2,-1,0,3
0,0,84,-1,-1,-3,0,-1,1,-1,0,2
0,0,112,-1,-1,-2,0,-1,-2,-1,0,3
0,0,142,0,-3,1,-1,-3,3,-1,-3,-3
0,0,170,0,-3,3,-1,-3,0,-1,-3,-2
0,0,174,0,-3,3,-1,-3,2,-1,-3,-2
0,0,178,-1,-1,1,0,-1,-3,-1,0,3
0,0,186,0,-3,3,-1,-3,-1,-1,-3,1
0,0,204,0,-3,0,-1,-3,3,-1,-3,-2
0,0,206,0,-3,2,-1,-3,3,-1,-3,-2
0,0,212,-1,-1,-3,0,-1,1,-1,0,3
0,0,220,0,-3,-1,-1,-3,3,-1,-3,1
0,0,238,0,-3,3,-1,-3,3,-1,-3,-2
0,0,240,-1,-1,0,0,-1,-2,-1,0,3
0,0,242,-1,-1,1,0,-1,-2,-1,0,3
0,0,244,-1,-1,-2,0,-1,1,-1,0,3
0,0,250,0,-3,3,-1,-3,0,-1,-3,1
0,0,252,0,-3,0,-1,-3,3,-1,-3,1
0,0,254,0,-3,3,-1,-3,3,-1,-3,1
0,2,2,-1,1,1,0,-2,-3,-1,-1,-2
0,2,4,0,1,-1,-1,-1,1,-1,-1,-1
0,2,10,0,3,3,-1,-3,-2,-1,-3,-3
0,2,12,0,3,0,-1,-3,1,-1,-3,-1
0,2,14,0,3,1,-1,-3,1,-1,-3,-2
0,2,16,-1,1,-1,0,-3,-1,-1,-1,1
0,2,34,-1,1,3,0,-2,-3,-1,-1,-2
0,2,42,0,3,3,-1,-3,-2,-1,-3,-1
0,2,48,-1,1,0,0,-3,-1,-1,-1,1
0,2,50,-1,1,2,0,-3,-3,-1,-1,1
0,2,68,-1,1,-2,0,-1,2,-1,-1,-1
0,2,76,0,3,-1,-1,-3,2,-1,-3,-1
0,2,80,-1,1,-1,0,-3,0,-1,-1,1
0,2,84,-1,1,-2,0,-3,1,-1,-1,1
0,2,112,-1,1,-1,0,-3,-1,-1,-1,2
0,2,142,0,3,1,-1,-3,1,-1,-3,-1
0,2,170,0,3,3,-1,-3,-1,-1,-3,-1
0,2,174,0,3,3,-1,-3,1,-1,-3,-1
0,2,178,-1,1,1,0,-3,-1,-1,-1,1
0,2,186,0,3,2,-1,-3,-1,-1,-3,1
0,2,204,0,3,0,-1,-3,2,-1,-3,-1
0,2,206,0,3,1,-1,-3,2,-1,-3,-1
0,2,212,-1,1,-1,0,-3,1,-1,-1,1
0,2,220,0,3,-1,-1,-3,2,-1,-3,1
0,2,238,0,3,3,-1,-3,2,-1,-3,-1
0,2,240,-1,1,0,0,-3,-1,-1,-1,2
0,2,242,-1,1,1,0,-3,-1,-1,-1,2
0,2,244,-1,1,-1,0,-3,1,-1,-1,2
0,2,250,0,3,1,-1,-3,0,-1,-3,1
0,2,252,0,3,0,-1,-3,2,-1,-3,1
0,2,254,0,3,1,-1,-3,2,-1,-3,1
0,4,4,-1,-1,-1,0,1,1,-1,-1,-2
0,4,10,0,-3,1,-1,3,0,-1,-3,-3
0,4,12,0,-3,0,-1,1,3,-1,-1,-3
0,4,14,0,-3,1,-1,1,2,-1,-1,-3
0,4,16,-1,-1,-2,0,1,-3,-1,-1,2
0,4,34,-1,-1,3,0,1,-3,-1,-1,-2
0,4,42,0,-3,3,-1,1,-1,-1,-1,-2
0,4,48,-1,-1,0,0,1,-3,-1,-1,2
0,4,50,-1,-1,1,0,1,-3,-1,-1,2
0,4,68,-1,-1,-2,0,1,2,-1,-1,-1
0,4,76,0,-3,-1,-1,1,3,-1,-1,-2
0,4,80,-1,-1,-3,0,1,-2,-1,-1,3
0,4,84,-1,-1,-3,0,1,1,-1,-1,2
0,4,112,-1,-1,-2,0,1,-2,-1,-1,3
0,4,142,0,-3,1,-1,3,3,-1,-3,-3
0,4,170,0,-3,3,-1,1,0,-1,-1,-2
0,4,174,0,-3,3,-1,1,2,-1,-1,-2
0,4,178,-1,-1,1,0,1,-3,-1,-1,3
0,4,186,0,-3,3,-1,1,-1,-1,-1,1
0,4,204,0,-3,0,-1,1,3,-1,-1,-2
0,4,206,0,-3,2,-1,3,3,-1,-3,-2
0,4,212,-1,-1,-3,0,1,1,-1,-1,3
0,4,220,0,-3,-1,-1,3,3,-1,-3,1
0,4,238,0,-3,3,-1,1,3,-1,-1,-2
0,4,240,-1,-1,0,0,1,-2,-1,-1,3
0,4,242,-1,-1,1,0,1,-2,-1,-1,3
0,4,244,-1,-1,-2,0,1,1,-1,-1,3
0,4,250,0,-3,3,-1,1,0,-1,-1,1
0,4,252,0,-3,0,-1,1,3,-1,-1,1
0,4,254,0,-3,3,-1,1,3,-1,-1,1
0,10,10,0,3,1,-1,-2,0,-1,-3,-1
0,10,12,0,3,0,-1,-2,1,-1,-3,-1
0,10,14,0,3,1,-1,-2,2,-1,-3,-3
0,10,16,-1,2,-2,0,-1,-3,-1,-2,2
0,10,34,-1,2,3,0,-1,-3,-1,-2,-2
0,10,42,0,3,2,-1,-2,-1,-1,-3,-1
0,10,48,-1,2,0,0,-1,-3,-1,-2,2
0,10,50,-1,2,1,0,-1,-3,-1,-2,2
0,10,68,-1,2,-2,0,-1,2,-1,-2,-1
0,10,76,0,3,-1,-1,-2,2,-1,-3,-1
0,10,80,-1,2,-3,0,-1,-2,-1,-2,3
0,10,84,-1,2,-3,0,-1,1,-1,-2,2
0,10,112,-1,2,-2,0,-1,-2,-1,-2,3
0,10,142,0,3,1,-1,-2,1,-1,-3,-1
0,10,170,0,3,2,-1,-2,0,-1,-3,-1
0,10,174,0,3,2,-1,-2,1,-1,-3,-1
0,10,178,-1,2,1,0,-1,-3,-1,-2,3
0,10,186,0,3,2,-1,-2,-1,-1,-3,1
0,10,204,0,3,0,-1,-2,2,-1,-3,-1
0,10,206,0,3,1,-1,-2,2,-1,-3,-1
0,10,212,-1,2,-3,0,-1,1,-1,-2,3
0,10,220,0,3,-1,-1,-2,2,-1,-3,1
0,10,238,0,3,2,-1,-2,2,-1,-3,-1
0,10,240,-1,2,0,0,-1,-2,-1,-2,3
0,10,242,-1,2,1,0,-1,-2,-1,-2,3
0,10,244,-1,2,-2,0,-1,1,-1,-2,3
0,10,250,0,3,1,-1,-2,0,-1,-3,1
0,10,252,0,3,0,-1,-2,2,-1,-3,1
0,10,254,0,3,1,-1,-2,2,-1,-3,1
0,12,12,0,-2,0,-1,3,3,-1,-3,-3
0,12,14,0,-2,1,-1,3,2,-1,-3,-3
0,12,16,-1,-1,-2,0,2,-3,-1,-2,2
0,12,34,-1,-1,3,0,2,-3,-1,-2,-2
0,12,42,0,-2,3,-1,3,-1,-1,-3,-2
0,12,48,-1,-1,0,0,2,-3,-1,-2,2
0,12,50,-1,-1,1,0,2,-3,-1,-2,2
0,12,68,-1,-1,-2,0,2,2,-1,-2,-1
0,12,76,0,-2,-1,-1,3,3,-1,-3,-2
0,12,80,-1,-1,-3,0,2,-2,-1,-2,3
0,12,84,-1,-1,-3,0,2,1,-1,-2,2
0,12,112,-1,-1,-2,0,2,-2,-1,-2,3
0,12,142,0,-2,1,-1,3,3,-1,-3,-3
0,12,170,0,-2,3,-1,3,0,-1,-3,-2
0,12,174,0,-2,3,-1,3,2,-1,-3,-2
0,12,178,-1,-1,1,0,2,-3,-1,-2,3
0,12,186,0,-2,3,-1,3,-1,-1,-3,1
0,12,204,0,-2,0,-1,3,3,-1,-3,-2
0,12,206,0,-2,2,-1,3,3,-1,-3,-2
0,12,212,-1,-1,-3,0,2,1,-1,-2,3
0,12,220,0,-2,-1,-1,3,3,-1,-3,1
0,12,238,0,-2,3,-1,3,3,-1,-3,-2
0,12,240,-1,-1,0,0,2,-2,-1,-2,3
0,12,242,-1,-1,1,0,2,-2,-1,-2,3
0,12,244,-1,-1,-2,0,2,1,-1,-2,3
0,12,250,0,-2,3,-1,3,0,-1,-3,1
0,12,252,0,-2,0,-1,3,3,-1,-3,1
0,12,254,0,-2,3,-1,3,3,-1,-3,1
0,14,14,0,2,1,-1,1,2,-1,-3,-3
0,14,16,-1,2,-2,0,1,-3,-1,-3,2
0,14,34,-1,2,3,0,1,-3,-1,-3,-2
0,14,42,0,2,3,-1,1,-1,-1,-3,-2
0,14,48,-1,2,0,0,1,-3,-1,-3,2
0,14,50,-1,2,1,0,1,-3,-1,-3,2
0,14,68,-1,2,-2,0,1,2,-1,-3,-1
0,14,76,0,2,-1,-1,1,3,-1,-3,-2
0,14,80,-1,2,-3,0,1,-2,-1,-3,3
0,14,84,-1,2,-3,0,1,1,-1,-3,2
0,14,112,-1,2,-2,0,1,-2,-1,-3,3
0,14,142,0,2,1,-1,1,3,-1,-3,-3
0,14,170,0,2,3,-1,1,0,-1,-3,-2
0,14,174,0,2,3,-1,1,2,-1,-3,-2
0,14,178,-1,2,1,0,1,-3,-1,-3,3
0,14,186,0,2,3,-1,1,-1,-1,-3,1
0,14,204,0,2,0,-1,1,3,-1,-3,-2
0,14,206,0,2,2,-1,1,3,-1,-3,-2
0,14,212,-1,2,-3,0,1,1,-1,-3,3
0,14,220,0,2,-1,-1,1,3,-1,-3,1
0,14,238,0,2,3,-1,1,3,-1,-3,-2
0,14,240,-1,2,0,0,1,-2,-1,-3,3
0,14,242,-1,2,1,0,1,-2,-1,-3,3
0,14,244,-1,2,-2,0,1,1,-1,-3,3
0,14,250,0,2,3,-1,1,0,-1,-3,1
0,14,252,0,2,0,-1,1,3,-1,-3,1
0,14,254,0,2,3,-1,1,3,-1,-3,1
0,16,16,-1,-2,-2,0,-2,-3,-1,2,2
0,16,34,-1,-3,3,0,-3,-3,-1,3,-2
0,16,42,0,-3,3,-1,-3,-1,-1,3,-2
0,16,48,-1,-2,0,0,-2,-3,-1,2,2
0,16,50,-1,-2,1,0,-2,-3,-1,2,2
0,16,68,-1,-3,-2,0,-3,2,-1,3,-1
0,16,76,0,-3,-1,-1,-3,3,-1,3,-2
0,16,80,-1,-2,-3,0,-2,-2,-1,2,3
0,16,84,-1,-2,-3,0,-2,1,-1,2,2
0,16,112,-1,-2,-2,0,-2,-2,-1,2,3
0,16,142,0,-3,1,-1,-3,3,-1,3,-3
0,16,170,0,-3,3,-1,-3,0,-1,3,-2
0,16,174,0,-3,3,-1,-3,2,-1,3,-2
0,16,178,-1,-2,1,0,-2,-3,-1,2,3
0,16,186,0,-3,3,-1,-3,-1,-1,3,1
0,16,204,0,-3,0,-1,-3,3,-1,3,-2
0,16,206,0,-3,2,-1,-3,3,-1,3,-2
0,16,212,-1,-2,-3,0,-2,1,-1,2,3
0,16,220,0,-3,-1,-1,-3,3,-1,3,1
0,16,238,0,-3,3,-1,-3,3,-1,3,-2
0,16,240,-1,-2,0,0,-2,-2,-1,2,3
0,16,242,-1,-2,1,0,-2,-2,-1,2,3
0,16,244,-1,-2,-2,0,-2,1,-1,2,3
0,16,250,0,-3,3,-1,-3,0,-1,3,1
0,16,252,0,-3,0,-1,-3,3,-1,3,1
0,16,254,0,-3,3,-1,-3,3,-1,3,1
0,34,34,-1,2,3,0,-2,-3,-1,-1,-2
0,34,42,0,3,3,-1,-3,-1,-1,-2,-2
0,34,48,-1,2,0,0,-3,-3,-1,-1,2
0,34,50,-1,2,1,0,-3,-3,-1,-1,2
0,34,68,-1,2,-2,0,-2,2,-1,-1,-1
0,34,76,0,3,-1,-1,-3,3,-1,-2,-2
0,34,80,-1,2,-3,0,-3,-2,-1,-1,3
0,34,84,-1,2,-2,0,-3,1,-1,-1,1
0,34,112,-1,2,-2,0,-3,-2,-1,-1,3
0,34,142,0,3,1,-1,-3,3,-1,-2,-3
0,34,170,0,3,3,-1,-3,0,-1,-2,-2
0,34,174,0,3,3,-1,-3,2,-1,-2,-2
0,34,178,-1,2,1,0,-3,-3,-1,-1,3
0,34,186,0,3,3,-1,-3,-1,-1,-2,1
0,34,204,0,3,0,-1,-3,3,-1,-2,-2
0,34,206,0,3,2,-1,-3,3,-1,-2,-2
0,34,212,-1,2,-1,0,-3,1,-1,-1,1
0,34,220,0,3,-1,-1,-3,3,-1,-2,1
0,34,238,0,3,3,-1,-3,3,-1,-2,-2
0,34,240,-1,2,0,0,-3,-2,-1,-1,3
0,34,242,-1,2,1,0,-3,-2,-1,-1,3
0,34,244,-1,2,-1,0,-3,1,-1,-1,2
0,34,250,0,3,3,-1,-3,0,-1,-2,1
0,34,252,0,3,0,-1,-3,3,-1,-2,1
0,34,254,0,3,3,-1,-3,3,-1,-2,1
0,42,42,0,3,3,-1,-2,-1,-1,-2,-2
0,42,48,-1,2,0,0,-1,-3,-1,-1,2
0,42,50,-1,2,1,0,-1,-3,-1,-1,2
0,42,68,-1,2,-2,0,-1,2,-1,-1,-1
0,42,76,0,3,-1,-1,-2,3,-1,-2,-2
0,42,80,-1,2,-3,0,-1,-2,-1,-1,3
0,42,84,-1,2,-3,0,-1,1,-1,-1,2
0,42,112,-1,2,-2,0,-1,-2,-1,-1,3
0,42,142,0,3,1,-1,-2,3,-1,-2,-3
0,42,170,0,3,3,-1,-2,0,-1,-2,-2
0,42,174,0,3,3,-1,-2,2,-1,-2,-2
0,42,178,-1,2,1,0,-1,-3,-1,-1,3
0,42,186,0,3,3,-1,-2,-1,-1,-2,1
0,42,204,0,3,0,-1,-2,3,-1,-2,-2
0,42,206,0,3,2,-1,-2,3,-1,-2,-2
0,42,212,-1,2,-3,0,-1,1,-1,-1,3
0,42,220,0,3,-1,-1,-2,3,-1,-2,1
0,42,238,0,3,3,-1,-2,3,-1,-2,-2
0,42,240,-1,2,0,0,-1,-2,-1,-1,3
0,42,242,-1,2,1,0,-1,-2,-1,-1,3
0,42,244,-1,2,-2,0,-1,1,-1,-1,3
0,42,250,0,3,3,-1,-2,0,-1,-2,1
0,42,252,0,3,0,-1,-2,3,-1,-2,1
0,42,254,0,3,3,-1,-2,3,-1,-2,1
0,48,48,-1,-2,0,0,-3,-3,-1,3,2
0,48,50,-1,-2,1,0,-3,-3,-1,3,2
0,48,68,-1,-2,-2,0,-3,2,-1,3,-1
0,48,76,0,-2,-1,-1,-3,3,-1,3,-2
0,48,80,-1,-2,-3,0,-3,-2,-1,3,3
0,48,84,-1,-2,-3,0,-3,1,-1,3,2
0,48,112,-1,-2,-2,0,-3,-2,-1,3,3
0,48,142,0,-2,1,-1,-3,3,-1,3,-3
0,48,170,0,-2,3,-1,-3,0,-1,3,-2
0,48,174,0,-2,3,-1,-3,2,-1,3,-2
0,48,178,-1,-2,1,0,-3,-3,-1,3,3
0,48,186,0,-2,3,-1,-3,-1,-1,3,1
0,48,204,0,-2,0,-1,-3,3,-1,3,-2
0,48,206,0,-2,2,-1,-3,3,-1,3,-2
0,48,212,-1,-2,-3,0,-3,1,-1,3,3
0,48,220,0,-2,-1,-1,-3,3,-1,3,1
0,48,238,0,-2,3,-1,-3,3,-1,3,-2
0,48,240,-1,-2,0,0,-3,-2,-1,3,3
0,48,242,-1,-2,1,0,-3,-2,-1,3,3
0,48,244,-1,-2,-2,0,-3,1,-1,3,3
0,48,250,0,-2,3,-1,-3,0,-1,3,1
0,48,252,0,-2,0,-1,-3,3,-1,3,1
0,48,254,0,-2,3,-1,-3,3,-1,3,1
0,50,50,-1,1,1,0,-3,-3,-1,2,2
0,50,68,-1,1,-2,0,-2,2,-1,1,-1
0,50,76,0,2,-1,-1,-3,3,-1,1,-2
0,50,80,-1,1,-3,0,-3,-2,-1,2,3
0,50,84,-1,1,-3,0,-3,1,-1,2,2
0,50,112,-1,1,-2,0,-3,-2,-1,2,3
0,50,142,0,2,1,-1,-3,3,-1,1,-3
0,50,170,0,2,3,-1,-3,0,-1,1,-2
0,50,174,0,2,3,-1,-3,2,-1,1,-2
0,50,178,-1,1,1,0,-3,-3,-1,2,3
0,50,186,0,2,3,-1,-3,-1,-1,1,1
0,50,204,0,2,0,-1,-3,3,-1,1,-2
0,50,206,0,2,2,-1,-3,3,-1,1,-2
0,50,212,-1,1,-3,0,-3,1,-1,2,3
0,50,220,0,2,-1,-1,-3,3,-1,1,1
0,50,238,0,2,3,-1,-3,3,-1,1,-2
0,50,240,-1,1,0,0,-3,-2,-1,2,3
0,50,242,-1,1,1,0,-3,-2,-1,2,3
0,50,244,-1,1,-2,0,-3,1,-1,2,3
0,50,250,0,2,3,-1,-3,0,-1,1,1
0,50,252,0,2,0,-1,-3,3,-1,1,1
0,50,254,0,2,3,-1,-3,3,-1,1,1
0,68,68,-1,-1,-2,0,1,2,-1,0,-1
0,68,76,0,-3,-1,-1,1,3,-1,0,-2
0,68,80,-1,-1,-3,0,1,-2,-1,0,3
0,68,84,-1,-1,-3,0,1,1,-1,0,2
0,68,112,-1,-1,-2,0,1,-2,-1,0,3
0,68,142,0,-3,1,-1,3,3,-1,-2,-3
0,68,170,0,-3,3,-1,1,0,-1,0,-2
0,68,174,0,-3,3,-1,1,2,-1,0,-2
0,68,178,-1,-1,1,0,1,-3,-1,0,3
0,68,186,0,-3,3,-1,1,-1,-1,0,1
0,68,204,0,-3,0,-1,1,3,-1,0,-2
0,68,206,0,-3,2,-1,3,3,-1,-2,-2
0,68,212,-1,-1,-3,0,1,1,-1,0,3
0,68,220,0,-3,-1,-1,3,3,-1,-2,1
0,68,238,0,-3,3,-1,1,3,-1,0,-2
0,68,240,-1,-1,0,0,1,-2,-1,0,3
0,68,242,-1,-1,1,0,1,-2,-1,0,3
0,68,244,-1,-1,-2,0,1,1,-1,0,3
0,68,250,0,-3,3,-1,1,0,-1,0,1
0,68,252,0,-3,0,-1,1,3,-1,0,1
0,68,254,0,-3,3,-1,1,3,-1,0,1
0,76,76,0,-2,-1,-1,3,3,-1,-1,-2
0,76,80,-1,-1,-3,0,2,-2,-1,-1,3
0,76,84,-1,-1,-3,0,2,1,-1,-1,2
0,76,112,-1,-1,-2,0,2,-2,-1,-1,3
0,76,142,0,-2,1,-1,3,3,-1,-2,-3
0,76,170,0,-2,3,-1,3,0,-1,-1,-2
0,76,174,0,-2,3,-1,3,2,-1,-1,-2
0,76,178,-1,-1,1,0,2,-3,-1,-1,3
0,76,186,0,-2,3,-1,3,-1,-1,-1,1
0,76,204,0,-2,0,-1,3,3,-1,-1,-2
0,76,206,0,-2,2,-1,3,3,-1,-2,-2
0,76,212,-1,-1,-3,0,2,1,-1,-1,3
0,76,220,0,-2,-1,-1,3,3,-1,-2,1
0,76,238,0,-2,3,-1,3,3,-1,-1,-2
0,76,240,-1,-1,0,0,2,-2,-1,-1,3
0,76,242,-1,-1,1,0,2,-2,-1,-1,3
0,76,244,-1,-1,-2,0,2,1,-1,-1,3
0,76,250,0,-2,3,-1,3,0,-1,-1,1
0,76,252,0,-2,0,-1,3,3,-1,-1,1
0,76,254,0,-2,3,-1,3,3,-1,-1,1
0,80,80,-1,-2,-3,0,-1,-2,-1,2,3
0,80,84,-1,-2,-3,0,-1,1,-1,2,2
0,80,112,-1,-2,-2,0,-1,-2,-1,2,3
0,80,142,0,-3,1,-1,-2,3,-1,3,-3
0,80,170,0,-3,3,-1,-2,0,-1,3,-2
0,80,174,0,-3,3,-1,-2,2,-1,3,-2
0,80,178,-1,-2,1,0,-1,-3,-1,2,3
0,80,186,0,-3,3,-1,-2,-1,-1,3,1
0,80,204,0,-3,0,-1,-2,3,-1,3,-2
0,80,206,0,-3,2,-1,-2,3,-1,3,-2
0,80,212,-1,-2,-3,0,-1,1,-1,2,3
0,80,220,0,-3,-1,-1,-2,3,-1,3,1
0,80,238,0,-3,3,-1,-2,3,-1,3,-2
0,80,240,-1,-2,0,0,-1,-2,-1,2,3
0,80,242,-1,-2,1,0,-1,-2,-1,2,3
0,80,244,-1,-2,-2,0,-1,1,-1,2,3
0,80,250,0,-3,3,-1,-2,0,-1,3,1
0,80,252,0,-3,0,-1,-2,3,-1,3,1
0,80,254,0,-3,3,-1,-2,3,-1,3,1
0,84,84,-1,-2,-3,0,1,1,-1,1,2
0,84,112,-1,-2,-2,0,1,-2,-1,1,3
0,84,142,0,-3,1,-1,2,3,-1,1,-3
0,84,170,0,-3,3,-1,2,0,-1,1,-2
0,84,174,0,-3,3,-1,2,2,-1,1,-2
0,84,178,-1,-2,1,0,1,-3,-1,1,3
0,84,186,0,-3,3,-1,2,-1,-1,1,1
0,84,204,0,-3,0,-1,2,3,-1,1,-2
0,84,206,0,-3,2,-1,2,3,-1,1,-2
0,84,212,-1,-2,-3,0,1,1,-1,1,3
0,84,220,0,-3,-1,-1,2,3,-1,1,1
0,84,238,0,-3,3,-1,2,3,-1,1,-2
0,84,240,-1,-2,0,0,1,-2,-1,1,3
0,84,242,-1,-2,1,0,1,-2,-1,1,3
0,84,244,-1,-2,-2,0,1,1,-1,1,3
0,84,250,0,-3,3,-1,2,0,-1,1,1
0,84,252,0,-3,0,-1,2,3,-1,1,1
0,84,254,0,-3,3,-1,2,3,-1,1,1
0,112,112,-1,-2,-2,0,-2,-2,-1,3,3
0,112,142,0,-2,1,-1,-2,3,-1,3,-3
0,112,170,0,-2,3,-1,-2,0,-1,3,-2
0,112,174,0,-2,3,-1,-2,2,-1,3,-2
0,112,178,-1,-2,1,0,-2,-3,-1,3,3
0,112,186,0,-2,3,-1,-2,-1,-1,3,1
0,112,204,0,-2,0,-1,-2,3,-1,3,-2
0,112,206,0,-2,2,-1,-2,3,-1,3,-2
0,112,212,-1,-2,-3,0,-2,1,-1,3,3
0,112,220,0,-2,-1,-1,-2,3,-1,3,1
0,112,238,0,-2,3,-1,-2,3,-1,3,-2
0,112,240,-1,-2,0,0,-2,-2,-1,3,3
0,112,242,-1,-2,1,0,-2,-2,-1,3,3
0,112,244,-1,-2,-2,0,-2,1,-1,3,3
0,112,250,0,-2,3,-1,-2,0,-1,3,1
0,112,252,0,-2,0,-1,-2,3,-1,3,1
0,112,254,0,-2,3,-1,-2,3,-1,3,1
0,142,142,0,3,1,-1,3,3,-1,-3,-3
0,142,170,0,3,3,-1,3,0,-1,-3,-2
0,142,174,0,3,3,-1,3,2,-1,-3,-2
0,142,178,-1,2,1,0,3,-3,-1,-3,3
0,142,186,0,3,3,-1,3,-1,-1,-3,1
0,142,204,0,3,0,-1,3,3,-1,-3,-2
0,142,206,0,3,2,-1,3,3,-1,-3,-2
0,142,212,-1,2,-3,0,3,1,-1,-3,3
0,142,220,0,3,-1,-1,3,3,-1,-3,1
0,142,238,0,3,3,-1,3,3,-1,-3,-2
0,142,240,-1,2,0,0,3,-2,-1,-3,3
0,142,242,-1,2,1,0,3,-2,-1,-3,3
0,142,244,-1,2,-2,0,3,1,-1,-3,3
0,142,250,0,3,3,-1,3,0,-1,-3,1
0,142,252,0,3,0,-1,3,3,-1,-3,1
0,142,254,0,3,3,-1,3,3,-1,-3,1
0,170,170,0,3,3,-1,-1,0,-1,-1,-2
0,170,174,0,3,3,-1,-1,2,-1,-1,-2
0,170,178,-1,2,1,0,-1,-3,-1,0,3
0,170,186,0,3,3,-1,-1,-1,-1,-1,1
0,170,204,0,3,0,-1,-1,3,-1,-1,-2
0,170,206,0,3,2,-1,-1,3,-1,-1,-2
0,170,212,-1,2,-3,0,-1,1,-1,0,3
0,170,220,0,3,-1,-1,-1,3,-1,-1,1
0,170,238,0,3,3,-1,-1,3,-1,-1,-2
0,170,240,-1,2,0,0,-1,-2,-1,0,3
0,170,242,-1,2,1,0,-1,-2,-1,0,3
0,170,244,-1,2,-2,0,-1,1,-1,0,3
0,170,250,0,3,3,-1,-1,0,-1,-1,1
0,170,252,0,3,0,-1,-1,3,-1,-1,1
0,170,254,0,3,3,-1,-1,3,-1,-1,1
0,174,174,0,3,3,-1,2,2,-1,-2,-2
0,174,178,-1,3,1,0,2,-3,-1,-2,3
0,174,186,0,3,3,-1,2,-1,-1,-2,1
0,174,204,0,3,0,-1,2,3,-1,-2,-2
0,174,206,0,3,2,-1,2,3,-1,-2,-2
0,174,212,-1,3,-3,0,2,1,-1,-2,3
0,174,220,0,3,-1,-1,2,3,-1,-2,1
0,174,238,0,3,3,-1,2,3,-1,-2,-2
0,174,240,-1,3,0,0,2,-2,-1,-2,3
0,174,242,-1,3,1,0,2,-2,-1,-2,3
0,174,244,-1,3,-2,0,2,1,-1,-2,3
0,174,250,0,3,3,-1,2,0,-1,-2,1
0,174,252,0,3,0,-1,2,3,-1,-2,1
0,174,254,0,3,3,-1,2,3,-1,-2,1
0,178,178,-1,1,1,0,-3,-3,-1,3,3
0,178,186,0,3,3,-1,-3,-1,-1,3,1
0,178,204,0,3,0,-1,-3,3,-1,3,-2
0,178,206,0,3,2,-1,-3,3,-1,3,-2
0,178,212,-1,1,-3,0,-3,1,-1,3,3
0,178,220,0,3,-1,-1,-3,3,-1,3,1
0,178,238,0,3,3,-1,-3,3,-1,3,-2
0,178,240,-1,1,0,0,-3,-2,-1,3,3
0,178,242,-1,1,1,0,-3,-2,-1,3,3
0,178,244,-1,1,-2,0,-3,1,-1,3,3
0,178,250,0,3,3,-1,-3,0,-1,3,1
0,178,252,0,3,0,-1,-3,3,-1,3,1
0,178,254,0,3,3,-1,-3,3,-1,3,1
0,186,186,0,3,3,-1,-2,-1,-1,2,1
0,186,204,0,3,0,-1,-2,3,-1,2,-2
0,186,206,0,3,2,-1,-2,3,-1,2,-2
0,186,212,-1,3,-3,0,-2,1,-1,2,3
0,186,220,0,3,-1,-1,-2,3,-1,2,1
0,186,238,0,3,3,-1,-2,3,-1,2,-2
0,186,240,-1,3,0,0,-2,-2,-1,2,3
0,186,242,-1,3,1,0,-2,-2,-1,2,3
0,186,244,-1,3,-2,0,-2,1,-1,2,3
0,186,250,0,3,3,-1,-2,0,-1,2,1
0,186,252,0,3,0,-1,-2,3,-1,2,1
0,186,254,0,3,3,-1,-2,3,-1,2,1
0,204,204,0,-1,0,-1,3,3,-1,-1,-2
0,204,206,0,-1,2,-1,3,3,-1,-1,-2
0,204,212,-1,-1,-3,0,3,1,-1,-1,3
0,204,220,0,-1,-1,-1,3,3,-1,-1,1
0,204,238,0,-1,3,-1,3,3,-1,-1,-2
0,204,240,-1,-1,0,0,3,-2,-1,-1,3
0,204,242,-1,-1,1,0,3,-2,-1,-1,3
0,204,244,-1,-1,-2,0,3,1,-1,-1,3
0,204,250,0,-1,3,-1,3,0,-1,-1,1
0,204,252,0,-1,0,-1,3,3,-1,-1,1
0,204,254,0,-1,3,-1,3,3,-1,-1,1
0,206,206,0,2,2,-1,3,3,-1,-2,-2
0,206,212,-1,2,-3,0,3,1,-1,-2,3
0,206,220,0,2,-1,-1,3,3,-1,-2,1
0,206,238,0,2,3,-1,3,3,-1,-2,-2
0,206,240,-1,2,0,0,3,-2,-1,-2,3
0,206,242,-1,2,1,0,3,-2,-1,-2,3
0,206,244,-1,2,-2,0,3,1,-1,-2,3
0,206,250,0,2,3,-1,3,0,-1,-2,1
0,206,252,0,2,0,-1,3,3,-1,-2,1
0,206,254,0,2,3,-1,3,3,-1,-2,1
0,212,212,-1,-1,-3,0,1,1,-1,1,3
0,212,220,0,-3,-1,-1,3,3,-1,3,1
